"","date","entryDate","year1","Title","Abstract","StoreId","filename1","filename"
"99",1967-05-28,"May 28, 1967",1967,"Presidential Primaries---a Progressivist Mistake","As hindsight enlightens us in 1967 we realize that the great ferment called Progressivism (circa 19021914) was a mixture of noble intentions and witless implementation. I concede that Progressive reforms in economic life which applied the stick to the buttocks of...",155676721,"155676721_1","155676721_1.pdf"
"100",1967-05-21,"May 21, 1967",1967,"Why a Lunar Landing? Money Has Better Uses","It seems ever so long ago. It was in the golden spring of 1961, when Camelot was young and gay. But a chill came over the castle with the news of the dreadful blunder of the Bay of Pigs. And so they all sat at the round table and talked about how to patch a rent in the robe...",155619801,"155619801_1","155619801_1.pdf"
"101",1967-05-14,"May 14, 1967",1967,"The GOP Apple of Discord","It was not even a golden apple. It was a gnarled, worm-eaten specimen. But it has foreshadowed a division in the GOP which may well endanger its chances of success in 1968. It may shatter the unity among Republicans which has been created by intelligent leaders at all...",155795531,"155795531_1","155795531_1.pdf"
"102",1967-05-07,"May 7, 1967",1967,"The 'Yes, But---' Republicans","When our country is at war no political party can afford to claim a monopoly on patriotism. And since under the Constitution the President is responsible for the conduct of the war, it is wise for the opposition party to support him.",155701734,"155701734_1","155701734_1.pdf"
"103",1967-04-30,"Apr 30, 1967",1967,"Autopsy Report on GOP, 1964","After every Presidential campaign much more is written by the losers than by the winners. Perhaps this is because the losers have time to spare. The intraparty conflicts suppressed in the campaign are given the air.",155661393,"155661393_1","155661393_1.pdf"
"104",1967-04-23,"Apr 23, 1967",1967,"Peace Marches Self-Defeating","It was my unsought and unwanted fortune to witness, in part at least what had been advertised as a """"mammoth protest against war"""" on Saturday April 15 in New York.",155696625,"155696625_1","155696625_1.pdf"
"105",1967-04-16,"Apr 16, 1967",1967,"Sensible Change in River Plan","The decision of the Department of the Interior to drop the plan to build two new hydroelectric dams on the Colorado River and to purchase power generated by a plant to be financed and built by a group of public and private utilities is not only the final triumph of common...",155771662,"155771662_1","155771662_1.pdf"
"106",1967-04-09,"Apr 9, 1967",1967,"Bliss's Remarkable Progress","It was the late Will H. Hays while he was Republican chairman who coined the phrase, """"Elect, not select."""" He meant that the duty of a party chairman was to stay neutral among aspirants for a nomination. But once a nominee was selected, the chairman should provide the...",155665850,"155665850_1","155665850_1.pdf"
"107",1967-04-02,"Apr 2, 1967",1967,"Flaws in the 25th Amendment","Since the cumbersome apparatus of amending the Constitution was invoked to settle two long-standing questions about a President's disability, it is a pity that a clear answer has not been provided. Unless certain language in the new amendment is acted on by Congress...",155650915,"155650915_1","155650915_1.pdf"
"108",1967-03-26,"Mar 26, 1967",1967,"More Questions of Stennis Committee on Sen. Dodd","If the investigation of the finances of Sen. Thomas Dodd were a criminal prosecution, it would be unfortunate if not wrong to comment upon the evidence until a verdict had been reached. But the hearings now concluded were held by the Senate's Select Committee on...",155629041,"155629041_1","155629041_1.pdf"
"109",1967-03-19,"Mar 19, 1967",1967,"Goldwater Today: Still a Power in Political Life","Phoenicians, as people here call themselves, say that foremost among visitors' questions are inquiries about Barry Goldwater. It would be unfair to say that Goldwater """"put Arizona on the map,"""" for the state's virtues were known before its favorite son en-...",155710262,"155710262_1","155710262_1.pdf"
"110",1967-03-12,"Mar 12, 1967",1967,"Presidential Campaigns Must Adapt to Jet Age","In my column published here last week I noted that great mechanical changes in communication and transportation beginning in 1960 have profoundly altered the nature of Presidential campaigns. In what follows I shall briefly specify the impact of those changes--the use of...",155566831,"155566831_1","155566831_1.pdf"
"111",1967-03-05,"Mar 5, 1967",1967,"Mechanics of Presidential Elections Radically Altered","The Nixon-Kennedy contest for the President should be memorable for a very special reason. For it was the first of our quadrennial affairs in which the impact of a mechanical revolution in communication and transportation was felt in full force.",155592542,"155592542_1","155592542_1.pdf"
"112",1967-02-26,"Feb 26, 1967",1967,"Nixon's 'Availability' Being Examined for 1968 Campaign","The word """"available,"""" when used in political speculation, only in a secondary degree involves the capacity of a potential Presidential candidate to serve the nation. It involves a score of considerations other than the man's intelligence, grasp of issues and experience.",155594043,"155594043_1","155594043_1.pdf"
"113",1967-02-19,"Feb 19, 1967",1967,"A Shift in U.S. Policy-Making","A businessman whose company serves the Washington government in many ways commented the other day that he could learn more about the President's views on fiscal policy from chairman Ackley of the Council of Economic Advisers than from all the Cabinet members com-...",155660352,"155660352_1","155660352_1.pdf"
"114",1967-02-12,"Feb 12, 1967",1967,"Johnson's Streamlined Agency","President Johnson's proposal to merge the Commerce and Labor departments should be more than routine congressional business. For such a merger would save little money directly and, because of loss of efficiency, would probably be more expensive.",155626726,"155626726_1","155626726_1.pdf"
"115",1967-02-05,"Feb 5, 1967",1967,"Eastern Misunderstandings About the Situation at UC","Some of the comments in the East about the dismissal of Clark Kerr from the presidency of the University of California have been a mixture of panic, prejudice and misinformation.",155663342,"155663342_1","155663342_1.pdf"
"116",1967-01-29,"Jan 29, 1967",1967,"House Committee System---Stronghold of Democracy","The lurid fireworks of the Adam Clayton Powell case have cost the House of Representatives a great deal in respect, influence and prestige.",155654685,"155654685_1","155654685_1.pdf"
"117",1967-01-22,"Jan 22, 1967",1967,"Centralism on the Wane","Those of us who over the years have consistently warned of the danger to the true federal system by the concentration of excessive power in Washington have walked a lonely road. But suddenly, in 1967, we are joined by companions.",155648724,"155648724_1","155648724_1.pdf"
"118",1967-01-15,"Jan 15, 1967",1967,"A Purely Racial Defense of Rep. Powell Is Racism","The controversy over the Adam Clayton Powell case will have repercussions in the Negro community and in the nation generally long after the determination by the House of his qualifications to sit as a member and serve as chairman of the Education and Labor Committee.",155632165,"155632165_1","155632165_1.pdf"
"119",1967-01-08,"Jan 8, 1967",1967,"Suggestion for Revamping Social Security Trust Fund","It has always seemed to me that the Social Security trust fund is not, in the sense in which the term is understood in private life, a trust fund at all. And I offer herewith a reform which would win few votes in Congress and which most economists and other students of the subject...",155683972,"155683972_1","155683972_1.pdf"
"120",1967-01-01,"Jan 1, 1967",1967,"Everyone's a Loser in the Manchester Book Row","A newspaper headline last week said of Mrs. John F. Kennedy, """"With Victory in Her Bag, Jackie Will Take a Trip."""" This prompts me to repeat an old gag about the man in the Louvre who was looking at the battered statue of the Winged Victory.",155646674,"155646674_1","155646674_1.pdf"
"121",1966-12-25,"Dec 25, 1966",1966,"About the Manchester Book","Last September I wrote, and my syndicate distributed to client newspapers, a piece about what I called the Frick case. That legal action was brought by Helen Clay Frick in a Pennsylvania court to suppress a book written by Sylvester K. Stevens, a responsible historian.",155621012,"155621012_1","155621012_1.pdf"
"122",1966-12-18,"Dec 18, 1966",1966,"GOP Governors Upheld the Rule of Common Sense","According to one observer, 227 representatives of the press, radio and television attended the meeting of the Republican Governors Assn. on Dec. 9 and 10 at Colorado Springs.",155565824,"155565824_1","155565824_1.pdf"
