x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date,filename,filepath
29,batch1_29.pdf,THOSE 25 GOP GOVERNORS: NO IDEOLOGICAL TREND,This piece and the one which will follow next week are designed to establish a number of propositions which bear upon the conference of 25 Republican governors and governors-elect at Colorado Springs on Dec. 9-10. 1. The aggregate influence of the states represented by those governors may well be sufficiently large to win the Presidency for a Republican candidate in 1968.,1866762571,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 5, 1966",0028-9604,23,English,English,116,New York,"Dec 5, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/those-25-gop-governors/docview/1866762571/se-2?accountid=14696,Photographs,116,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=23&amp;title=Newsweek&amp;spage=116&amp;date=1966-12-05&amp;atitle=THOSE+25+GOP+GOVERNORS&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-12-05,NA,NA
30,batch1_30.pdf,SEMANTIC TYRANNY: WORDS WITHOUT DEFINITION,"Senator Javits, seldom able to restrain his oracular zeal, leaped into the business of 1968 two days after the 1966 election. He rejected the efforts of so many loyal Republicans to unify their party. He said: ""I think the experience of 1964 shows you've got to fight it out.""",1866768671,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 28, 1966",0028-9604,22,English,English,120,New York,"Nov 28, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/semantic-tyranny/docview/1866768671/se-2?accountid=14696,Photographs,120,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=22&amp;title=Newsweek&amp;spage=120&amp;date=1966-11-28&amp;atitle=SEMANTIC+TYRANNY&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-11-28,NA,NA
31,batch1_31.pdf,LIBERTY AND DISCIPLINE: TYRANNY OF THE MAJORITY,The Progressive movement which flourished from the emergence of Robert M. La Follette more than 60 years ago until the first world war achieved many needed reforms. But it also missed the mark when it weakened everywhere and in some places all but destroyed the discipline of political parties.,1882543812,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 21, 1966",0028-9604,21,English,English,136,New York,"Nov 21, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/liberty-discipline/docview/1882543812/se-2?accountid=14696,Photographs,136,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=21&amp;title=Newsweek&amp;spage=136&amp;date=1966-11-21&amp;atitle=LIBERTY+AND+DISCIPLINE&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-11-21,NA,NA
32,batch1_32.pdf,PAYING FOR POLITICS?: THE OLD ABUSES CONTINUE,"It is strange indeed that members of Congress. who appropriate billions for the poor, should have neglected those of their own membership who are too poor to finance their own campaigns for re-election. Present methods of financing political campaigns are deplorable, and most who have studied the subject have concluded that assistance should be provided by the government itself.",1894149091,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 14, 1966",0028-9604,20,English,English,116,New York,"Nov 14, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/paying-politics/docview/1894149091/se-2?accountid=14696,Photographs,116,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=20&amp;title=Newsweek&amp;spage=116&amp;date=1966-11-14&amp;atitle=PAYING+FOR+POLITICS%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-11-14,NA,NA
33,batch1_33.pdf,A VOTE OF CONFIDENCE: MAYOR INJECTED POLITICS,"At this election in New York City there will be a vote on an amendment to the City Charter, the effect of which would abolish a police review board with a majority of civilians and restore the hearing of complaints of police misconduct to a board consisting of officials of the Police Department.",1850823298,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 7, 1966",0028-9604,19,English,English,116,New York,"Nov 7, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/vote-confidence/docview/1850823298/se-2?accountid=14696,Photographs,116,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=19&amp;title=Newsweek&amp;spage=116&amp;date=1966-11-07&amp;atitle=A+VOTE+OF+CONFIDENCE&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-11-07,NA,NA
34,batch1_34.pdf,ROCKEFELLER: NEW YORK HAS GROWN UP,"Recently a dear old conservative friend seemed amazed when I told him that I had decided to support Governor Rockefeller for reelection. This, he said, was apostasy in a friend of Gold water and Nixon. I replied that he is applying in a very effective way a foremost principle of conservatism.",1866768826,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 31, 1966",0028-9604,18,English,English,120,New York,"Oct 31, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/rockefeller/docview/1866768826/se-2?accountid=14696,Photographs,120,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=18&amp;title=Newsweek&amp;spage=120&amp;date=1966-10-31&amp;atitle=ROCKEFELLER&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-10-31,NA,NA
35,batch1_35.pdf,A PRO'S-EYE VIEW: NOT ALL THE WAY WITH LBJ,The sleeper in this election will be a big Republican gain in state legislatures. My estimate is that it will be 700 members over the country. In my trips through the states I gave very special attention to these forgotten men in the national news.,1850820876,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 24, 1966",0028-9604,17,English,English,126,New York,"Oct 24, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/pros-eye-view/docview/1850820876/se-2?accountid=14696,Photographs,126,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=17&amp;title=Newsweek&amp;spage=126&amp;date=1966-10-24&amp;atitle=A+PRO%27S-EYE+VIEW&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-10-24,NA,NA
36,batch1_36.pdf,FOR A BETTER CONGRESS: RAYBURN'S VIEW,"At about this time in October, most conscientious voters form the decisions which they record on polling day in November. Very few elections are decided in the last ten days. And for that reason it is a good time to sift out from the innumerable smaller issues this year the one predominant factor which should be weighed by voters.",1895337725,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 17, 1966",0028-9604,16,English,English,114,New York,"Oct 17, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/better-congress/docview/1895337725/se-2?accountid=14696,Photographs,114,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=16&amp;title=Newsweek&amp;spage=114&amp;date=1966-10-17&amp;atitle=FOR+A+BETTER+CONGRESS&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-10-17,NA,NA
37,batch1_37.pdf,THE WORTH OF A NAME: OUR VERSION OF NOBILITY,"In these days of precooked TV dinners we also have plenty of flashy but insubstantial and unreliable books of history and biography. And we also are offered many, many accounts, thinly disguised as works of fiction called political novels, written by people who know only the periphery of politics and have none of the craftsmanship of the true storyteller.",1894149398,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 10, 1966",0028-9604,15,English,English,124,New York,"Oct 10, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/worth-name/docview/1894149398/se-2?accountid=14696,Photographs,124,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=15&amp;title=Newsweek&amp;spage=124&amp;date=1966-10-10&amp;atitle=THE+WORTH+OF+A+NAME&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-10-10,NA,NA
38,batch1_38.pdf,A TENUOUS FRANCHISE: CONSUMER HABITS,"In discussing the death of the Herald Tribune, one of my NEWSWEEK colleagues—a wise and experienced publisher—said that a daily newspaper or a magazine enjoys only a ""tenuous franchise."" This seems to be something that the newspaper unions fail to recognize, perhaps because it is incalculable in dollars and subjective in its nature.",1894149366,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Sep 5, 1966",0028-9604,10,English,English,92,New York,"Sep 5, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/tenuous-franchise/docview/1894149366/se-2?accountid=14696,Photographs,92,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=10&amp;title=Newsweek&amp;spage=92&amp;date=1966-09-05&amp;atitle=A+TENUOUS+FRANCHISE&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-09-05,NA,NA
39,batch1_39.pdf,AN OLD WIVES' TALE: FLIMSY FACTS,"In an incredibly unorganized, gossipy and under-researched book on the 1920s and 1930s, the author, Jonathan Daniels, links the names of Franklin D. Roosevelt and a lady in ""one of the great love stories of American history."" Zealously promoted, the brief referenc e in the Daniels book has hit many headlines recently.",1866769492,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 29, 1966",0028-9604,9,English,English,76,New York,"Aug 29, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/old-wives-tale/docview/1866769492/se-2?accountid=14696,Photographs,76,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=9&amp;title=Newsweek&amp;spage=76&amp;date=1966-08-29&amp;atitle=AN+OLD+WIVES%27+TALE&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-08-29,NA,NA
40,batch1_40.pdf,THE COLD WET WAR: THE NEW SOVIET NAVY,The rising challenge of Soviet sea power is now perhaps the central point in a revision of cold-war strategy. After the death of Stalin it seems to have become evident to Khrushchev and other shrewd leaders of the Kremlin that to overrun Europe with the immense Red Army —or even to paralyze Western Europe through the promotion of Communist parties there—would be self-defeating.,1894153704,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 22, 1966",0028-9604,8,English,English,104,New York,"Aug 22, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/cold-wet-war/docview/1894153704/se-2?accountid=14696,Photographs,104,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=8&amp;title=Newsweek&amp;spage=104&amp;date=1966-08-22&amp;atitle=THE+COLD+WET+WAR&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-08-22,NA,NA
41,batch1_41.pdf,THE USES OF POWER: TO HELP OTHERS,"One of Shakespeare's well-known aphorisms, which raises more questions than it answers, says that while it is ""excellent to have a giant's strength,"" it is ""tyrannous to use it like a giant.""",1850820979,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 15, 1966",0028-9604,7,English,English,92,New York,"Aug 15, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/uses-power/docview/1850820979/se-2?accountid=14696,Photographs,92,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=7&amp;title=Newsweek&amp;spage=92&amp;date=1966-08-15&amp;atitle=THE+USES+OF+POWER&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-08-15,NA,NA
42,batch1_42.pdf,PATTERN OF REVOLUTION,The present crisis in the Negro movement might have been anticipated by anyone who knows something of the course of revolutionary movements in past years and in other lands. For a point is reached in revolution when constitutional gradualism is overwhelmed and old leaders are swept aside by violent firebrands.,2595876327,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 8, 1966",0028-9604,6,English,English,84,New York,"Aug 8, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/pattern-revolution/docview/2595876327/se-2?accountid=14696,Photographs,84,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=6&amp;title=Newsweek&amp;spage=84&amp;date=1966-08-08&amp;atitle=PATTERN+OF+REVOLUTION&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-08-08,NA,NA
43,batch1_43.pdf,INTERSTATE HIGHWAYS: TWO PROGRAMS,It may be that as the years pass Dwight D. Eisenhower's most enduring service to his country will be regarded as his sponsorship of the great new Interstate highway system. For he first proposed its creation in 1954 and after long consideration and debate he signed the final legislation which launched the vast project.,1866769792,Magazines,"Moley, Raymond","© IBT Media, Inc",Review,"Aug 1, 1966",0028-9604,5,English,English,88,New York,"Aug 1, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/interstate-highways/docview/1866769792/se-2?accountid=14696,Photographs,88,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=5&amp;title=Newsweek&amp;spage=88&amp;date=1966-08-01&amp;atitle=INTERSTATE+HIGHWAYS&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-08-01,NA,NA
44,batch1_44.pdf,EAST OF SUEZ: THE BRITISH WITHDRAWAL,"We Americans, with few exceptions, have scarcely thought of the Indian Ocean since we studied geography in our school days. But now it might be well for all of us to examine a map of that great expanse, to count the 37 nations that it touches and especially note the two channels that connect it with the rest of the world, Suez and the Red Sea at the west and the Strait of Malacca at the east.",1866769562,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 25, 1966",0028-9604,4,English,English,96,New York,"Jul 25, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/east-suez/docview/1866769562/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=4&amp;title=Newsweek&amp;spage=96&amp;date=1966-07-25&amp;atitle=EAST+OF+SUEZ&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-07-25,NA,NA
45,batch1_45.pdf,MAHAN'S LONG SHADOW: STRUGGLE FOR SEA POWER,"Critics of President Johnson are now attacking the multiplicity of his reasons for pursuing and stepping up the war in Vietnam. It must be admitted that there is some confusion, perhaps contradiction, among his stated war aims. But there is a single valid reason why we must not permit the Communists to dominate the peninsula on which South Vietnam is the key to control.",1850822599,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 18, 1966",0028-9604,3,English,English,100,New York,"Jul 18, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/mahans-long-shadow/docview/1850822599/se-2?accountid=14696,Photographs,100,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=3&amp;title=Newsweek&amp;spage=100&amp;date=1966-07-18&amp;atitle=MAHAN%27S+LONG+SHADOW&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-07-18,NA,NA
46,batch1_46.pdf,PROPERTY TAX REFORM: CORRUPTION,"The income tax has so monopolized public attention that, until recently, the property tax has been noted only as a local or personal issue. But this tax yields approximately $23 billion, which about equals the yield of the corporation income tax. And without the property tax, the income tax would become an insupportable burden.",1850821652,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 11, 1966",0028-9604,2,English,English,96,New York,"Jul 11, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/property-tax-reform/docview/1850821652/se-2?accountid=14696,Photographs,96,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=2&amp;title=Newsweek&amp;spage=96&amp;date=1966-07-11&amp;atitle=PROPERTY+TAX+REFORM&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-07-11,NA,NA
47,batch1_47.pdf,STRUGGLE FOR THE LAND: PARNELL'S LIEUTENANT,"The history of nations as well as what we hear of the birth pangs of emerging nations today should remind us that although independence and freedom are fighting words, their meaning is relative and indeterminate. They are symbols of a more concrete human aspiration.",1879146743,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 4, 1966",0028-9604,1,English,English,92,New York,"Jul 4, 1966",Newsweek,1966,68,https://www.proquest.com/magazines/struggle-land/docview/1879146743/se-2?accountid=14696,Photographs,92,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=68&amp;issue=1&amp;title=Newsweek&amp;spage=92&amp;date=1966-07-04&amp;atitle=STRUGGLE+FOR+THE+LAND&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-07-04,NA,NA
48,batch1_48.pdf,AFTER THE PRIMARY: REAGAN'S ADVANTAGES,"Claremont, Calif.—In some respects the outcome of the California primary on June 7 has portents for the West, Midwest and South. But, as always, some things that happen in California are peculiar to that state. The result has been hailed as a promise of important Republican gains in November over the nation.",2442860920,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jun 27, 1966",0028-9604,26,English,English,98,New York,"Jun 27, 1966",Newsweek,1966,67,https://www.proquest.com/magazines/after-primary/docview/2442860920/se-2?accountid=14696,Photographs,98,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=67&amp;issue=26&amp;title=Newsweek&amp;spage=98&amp;date=1966-06-27&amp;atitle=AFTER+THE+PRIMARY&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1966-06-27,NA,NA
