"","date_new","year.x","notable_writing","economy","fiscal_conservatism","privatization_of_government_functions","statism","business","civil_rights","communism","crime_criminal_justice","democracy","domestic_policy_misc","foreign_policy","government_efficiency","journalism_media","labor","religion","supreme_court","taxes","vietnam","political_analysis","conservative_politics","conservative_criticism","dem_criticism","democratic_party_politics","eisenhower","fdr_analysis_even_handed","goldwater","gop_party_politics","johnson","john_f_kennedy","nixon","criticism_of_moley","new_deal_critique","fdr_explicit_support","fdr_criticism","criticism_of_fdr_aides","ad_with_moley","yellow","document","x1","index","title","abstract","store_id","article_type","authors","copyright","document_type","entry_date","issn","issue","language","language_of_summary","pages","place_of_publication","pubdate","pubtitle","year.y","volume","document_url","document_features","start_page","find_a_copy","database"
"95",1952-07-21,1952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"1952-07-21_40_3 (N=1)",263,"batch6_263.pdf","To Those Who Lost and Those Who Won","CHICAGO—Among the many lessons that human beings must learn is bow to behave in defeat. Because that requires restraint in the midst of the pangs of disappointment, it is in truth a most difficult role to play. But it is much more difficult to learn how to behave in victory.","1882543995","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 21, 1952","0028-9604","3","English","English","29","New York","Jul 21, 1952","Newsweek",1952,"40","https://www.proquest.com/magazines/those-who-lost-won/docview/1882543995/se-2?accountid=14696","Photographs","29","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=40&amp;issue=3&amp;title=Newsweek&amp;spage=29&amp;date=1952-07-21&amp;atitle=To+Those+Who+Lost+and+Those+Who+Won&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"96",1952-09-22,1952,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1952-09-22_40_12 (N=1)",255,"batch6_255.pdf","Same Theme With Variations","GOVERNOR STEVENSON'S speech on foreign policy in San Francisco, like most of his compositions, hardly belongs in the realm of practical statesmanship. It belongs in the thin air of impressionistic artistry. Perhaps we should call it ""Variations on a Theme by Acheson.""","1879157782","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 22, 1952","0028-9604","12","English","English","120","New York","Sep 22, 1952","Newsweek",1952,"40","https://www.proquest.com/magazines/same-theme-with-variations/docview/1879157782/se-2?accountid=14696","Photographs","120","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=40&amp;issue=12&amp;title=Newsweek&amp;spage=120&amp;date=1952-09-22&amp;atitle=Same+Theme+With+Variations&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"97",1948-01-26,1948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/26/48",187,"batch7_187.pdf","Politics Plays With Fire","IN Gerald Johnson's spirited book on Andrew Jackson, a hilarous story is told of a foot race in which the young and frail Jackson had a giant competitor. The agreement provided that Jackson run twice as far as his opponent. The giant, however, was required to carry a man on his back. No one suffered in the competition but the unfortunate rider, who was almost squeezed to death by the excited giant.","1850812506","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jan 26, 1948","0028-9604","4","English","English","92","New York","Jan 26, 1948","Newsweek",1948,"31","https://www.proquest.com/magazines/politics-plays-with-fire/docview/1850812506/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=31&amp;issue=4&amp;title=Newsweek&amp;spage=92&amp;date=1948-01-26&amp;atitle=Politics+Plays+With+Fire&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"98",1948-02-09,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2/9/48",185,"batch7_185.pdf","The Race Narrows","DALLAS—In Texas, as elsewhere, the independents and some Republicans who were talking about Eisenhower are turning to Stassen in considerable numbers. The withdrawal of the general has also sharpened the contest between Taft and Dewey. Eisenhower's renunciation seemed inevitable for several weeks and was predicted by thoughtful people who preferred him for, President.","1807294896","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Feb 9, 1948","0028-9604","6","English","English","80","New York","Feb 9, 1948","Newsweek",1948,"31","https://www.proquest.com/magazines/race-narrows/docview/1807294896/se-2?accountid=14696","Photographs","80","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=31&amp;issue=6&amp;title=Newsweek&amp;spage=80&amp;date=1948-02-09&amp;atitle=The+Race+Narrows&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"99",1948-03-01,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1948-03-01_sim",182,"batch7_182.pdf","Ohio Is Two States","CINCINNATI—A touch of spring in the air down here brings back keen memories of many a past year in Ohio. This is the season, especially in years exactly divisible by four, when political sap wakes from the suspended animation of winter. There is talk of candidates and prospects everywhere— in clubs and restaurants where lawyers, newspapermen and politicians lunch, on trains that shuttle to and from Cincinnati and Cleveland to Columbus and around 88 courthouses.","1883538058","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 1, 1948","0028-9604","9","English","English","76","New York","Mar 1, 1948","Newsweek",1948,"31","https://www.proquest.com/magazines/ohio-is-two-states/docview/1883538058/se-2?accountid=14696","Photographs","76","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=31&amp;issue=9&amp;title=Newsweek&amp;spage=76&amp;date=1948-03-01&amp;atitle=Ohio+Is+Two+States&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"100",1948-04-19,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1948-04-19_sim",175,"batch7_175.pdf","After Wisconsin","CHICAGO—As this is written, after the Wisconsin primary and on the eve of the Nebraska and Illinois primaries, between 325 and 350 delegates have been selected for the Republican national convention. These are from New Hampshire, North Carolina, Minnesota, Louisiana, Kansas, Maine, Iowa, Arizona, Michigan, New York, Wisconsin, South Carolina.","1883530407","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 19, 1948","0028-9604","16","English","English","104","New York","Apr 19, 1948","Newsweek",1948,"31","https://www.proquest.com/magazines/after-wisconsin/docview/1883530407/se-2?accountid=14696","Photographs","104","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=31&amp;issue=16&amp;title=Newsweek&amp;spage=104&amp;date=1948-04-19&amp;atitle=After+Wisconsin&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"101",1948-05-10,1948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1948-05-10_newsweek (N=1)",172,"batch7_172.pdf","Disclosing the Communists","THE brief flurry of controversy between Stassen on the one side and Taft and Dewey on the other about outlawing Communism in the United States will probably have little effect on the result of their contest for the Presidency. It is reported, however, that Stassen has received enthusiastic applause when he makes his plea for outlawing the Communist party.","1796845674","Magazines","Moley, Raymond","© IBT Media, Inc","Article","May 10, 1948","0028-9604","19","English","English","88","New York","May 10, 1948","Newsweek",1948,"31","https://www.proquest.com/magazines/disclosing-communists/docview/1796845674/se-2?accountid=14696","Photographs","88","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=31&amp;issue=19&amp;title=Newsweek&amp;spage=88&amp;date=1948-05-10&amp;atitle=Disclosing+the+Communists&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"102",1948-06-07,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1948-06-07_newsweek (N=1)",168,"batch7_168.pdf","Vandenberg's Problem","THE undeniable fact that age and physical stamina are basic qualifications of a Presidential nominee is deeply disturbing to those Washington writers and commentators who are promoting a draft-Vandenberg movement. Their effort to meet this fact takes two forms: first, assurances that their favorite can stand the strain of office; second, suggestions that the ideal ticket is Vandenberg and a youngman-in-waiting for Vice President.","1832548548","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 7, 1948","0028-9604","23","English","English","88","New York","Jun 7, 1948","Newsweek",1948,"31","https://www.proquest.com/magazines/vandenbergs-problem/docview/1832548548/se-2?accountid=14696","Photographs","88","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=31&amp;issue=23&amp;title=Newsweek&amp;spage=88&amp;date=1948-06-07&amp;atitle=Vandenberg%27s+Problem&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"103",1948-07-26,1948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1948-07-26_newsweek (N=1)",162,"batch7_162.pdf","Bad Faith Without Good Judgment","THAT Machiavelli suggested to the Prince the priceless value of deceit and of the disregard of promises is well known. It is not so well known that he added that immorality must have the appearance of morality. And most important, that the means used must succeed.","1882537454","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 26, 1948","0028-9604","4","English","English","22","New York","Jul 26, 1948","Newsweek",1948,"32","https://www.proquest.com/magazines/bad-faith-without-good-judgment/docview/1882537454/se-2?accountid=14696","Photographs","22","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=32&amp;issue=4&amp;title=Newsweek&amp;spage=22&amp;date=1948-07-26&amp;atitle=Bad+Faith+Without+Good+Judgment&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"104",1948-08-09,1948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1948-08-09_sim",160,"batch7_160.pdf","Make It Short, Mr. Dewey","FROM time to time in this space I have pointed to the irrational, not to say absurd, nature of some of our political practices. Politics is logged with tradition. It reeks with habit. Four years ago this month, I devoted a column to the customary campaign train, pointing out that at a time when thousands of aching legs were standing in railway stations waiting for space, it would not look well to see a long campaign special pass by, filled with dispensable politicians, hangers-on and reporters.","1882510531","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 9, 1948","0028-9604","6","English","English","72","New York","Aug 9, 1948","Newsweek",1948,"32","https://www.proquest.com/magazines/make-short-mr-dewey/docview/1882510531/se-2?accountid=14696","Photographs","72","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=32&amp;issue=6&amp;title=Newsweek&amp;spage=72&amp;date=1948-08-09&amp;atitle=Make+It+Short%2C+Mr.+Dewey&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"105",1948-09-06,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,"1948-09-06_sim",156,"batch7_156.pdf","Roosevelt and Dewey-III","DESPITE VAST differences among significant men in achievement, fame, and public acclaim, the margin of difference in mental capacity is not large. Luck, or a dash of imagination and daring—these may be the decisive elements. Beyond that much depends upon how a man organizes and uses the faculties that he has.","1796848369","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 6, 1948","0028-9604","10","English","English","80","New York","Sep 6, 1948","Newsweek",1948,"32","https://www.proquest.com/magazines/roosevelt-dewey-iii/docview/1796848369/se-2?accountid=14696","Photographs","80","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=32&amp;issue=10&amp;title=Newsweek&amp;spage=80&amp;date=1948-09-06&amp;atitle=Roosevelt+and+Dewey-III&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"106",1948-10-18,1948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"1948-10-18_sim",150,"batch7_150.pdf","The Issue Is Administration","IT is one of the curiosities of our history that among our notable Presidents only Washington and probably T. R. could he rated as outstanding executives. Washington's papers show the meticulous care with which he managed the routine of his offices, from his own estate to the nation's government.","1894122354","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 18, 1948","0028-9604","16","English","English","116","New York","Oct 18, 1948","Newsweek",1948,"32","https://www.proquest.com/magazines/issue-is-administration/docview/1894122354/se-2?accountid=14696","Photographs","116","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=32&amp;issue=16&amp;title=Newsweek&amp;spage=116&amp;date=1948-10-18&amp;atitle=The+Issue+Is+Administration&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"107",1948-11-15,1948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1948-11-15_sim",148,"batch7_148.pdf","Et Tu, Ohio?","THE most ironical feature in the great upset of Nov. 2 comes to light in a study of what happened in the rural sections of the Midwest. Ohio, the state that clinched Presi-dent Truman's victory, offers concrete and detailed evidence. It is the best answer I have' seen to the big post-election question:","1879144268","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 15, 1948","0028-9604","21","English","English","100","New York","Nov 15, 1948","Newsweek",1948,"32","https://www.proquest.com/magazines/et-tu-ohio/docview/1879144268/se-2?accountid=14696","Photographs","100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=32&amp;issue=21&amp;title=Newsweek&amp;spage=100&amp;date=1948-11-15&amp;atitle=Et+Tu%2C+Ohio%3F&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"108",1952-01-21,1952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1952-01-21_newsweek (N=1)",289,"batch6_289.pdf","The Senator and the General","THIS piece is written in the belief that it represents the point of view of a very, very large group of Americans. The political platform of this group is simple. It has just one plank, which is a call for a change of Presidents and party control in Washington. These people regard that change as a supreme necessity.","1850795787","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jan 21, 1952","0028-9604","3","English","English","96","New York","Jan 21, 1952","Newsweek",1952,"39","https://www.proquest.com/magazines/senator-general/docview/1850795787/se-2?accountid=14696","Photographs","96","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=39&amp;issue=3&amp;title=Newsweek&amp;spage=96&amp;date=1952-01-21&amp;atitle=The+Senator+and+the+General&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"109",1952-02-18,1952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1952-02-18_newsweek (N=1)",285,"batch6_285.pdf","Presidential Primaries","MILWAUKEE—It has added a special interest to be in Wisconsin shortly after President Truman referred to Presidential primaries as ""eyewash,"" particularly since he declared himself willing to buy himself a treatment of said ""eyewash"" in New Hampshire. For Wisconsin enjoys a partial but proprietary ownership in this means of guiding the nomination of Presidents.","1807314172","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Feb 18, 1952","0028-9604","7","English","English","108","New York","Feb 18, 1952","Newsweek",1952,"39","https://www.proquest.com/magazines/presidential-primaries/docview/1807314172/se-2?accountid=14696","Photographs","108","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=39&amp;issue=7&amp;title=Newsweek&amp;spage=108&amp;date=1952-02-18&amp;atitle=Presidential+Primaries&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"110",1952-04-14,1952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1952-04-14_39_15 copy (N=1)",276,"batch6_276.pdf","Among the Democrats","FOR the first time in nearly twenty years the Democratic Party is without a single controlling hand. It is on its own now. The legal means are within its reach to hold itself together, to find unity among its variegated members and sections, and to choose a new candidate.","1895328529","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 14, 1952","0028-9604","15","English","English","108","New York","Apr 14, 1952","Newsweek",1952,"39","https://www.proquest.com/magazines/among-democrats/docview/1895328529/se-2?accountid=14696","Photographs","108","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=39&amp;issue=15&amp;title=Newsweek&amp;spage=108&amp;date=1952-04-14&amp;atitle=Among+the+Democrats&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"111",1937-10-25,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1937-10-25 (N=1)",326,"batch8_326.pdf","Perspective: Peace In The United States","America hates war. America hopes for peace. Therefore America actively engages in the search for peace."" Thus ended the last two major speeches of the President. With such sentiments no reasonable person can quarrel.","1882520840","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 25, 1937","0028-9604","17","English","English","44","New York","Oct 25, 1937","Newsweek",1937,"10","https://www.proquest.com/magazines/perspective/docview/1882520840/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=17&amp;title=Newsweek&amp;spage=44&amp;date=1937-10-25&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"112",1937-11-15,1937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1937-11-15 (N=1)",321,"batch8_321.pdf","The Meaning of the Elections","How do last week's elections fit into the great crossword puzzle of national politics? Out of a great many somewhat contradictory facts, not one, but several tentative conclusions emerge. Only incidentally has the New York City election national connotations.","1879113896","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 15, 1937","0028-9604","20","English","English","44","New York","Nov 15, 1937","Newsweek",1937,"10","https://www.proquest.com/magazines/meaning-elections/docview/1879113896/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=20&amp;title=Newsweek&amp;spage=44&amp;date=1937-11-15&amp;atitle=The+Meaning+of+the+Elections&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"113",1937-11-15,1937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1937-11-15 (N=1)",322,"batch8_322.pdf","Stopping the Panic","No wise man would attempt to foretell how far the business pessimism of these days will go and what depths of business demoralization will be reached before the upswing comes again. But in the past few weeks there have appeared a number of dire prophets who seem to want to hasten the melancholy end they prophesy.","1879113234","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 15, 1937","0028-9604","20","English","English","44","New York","Nov 15, 1937","Newsweek",1937,"10","https://www.proquest.com/magazines/stopping-panic/docview/1879113234/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=20&amp;title=Newsweek&amp;spage=44&amp;date=1937-11-15&amp;atitle=Stopping+the+Panic&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"114",1937-12-06,1937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1937-12-06 (N=1)",318,"batch8_318.pdf","Tale Spinning","The distinguished judges of the O.Henry Memorial Award have just given the first prize for the year to Stephen Vincent Benét for his superb modern variant of the traditional tall tale, ""The Devil and Daniel Webster."" They will be ignoring their obvious duty if they fail, next year, to award it to an even more superlative specimen of the same genre—the tall tale that the current downward trend in business and security prices is the result of a ""plot"" to discredit the New Deal.","1882529182","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 6, 1937","0028-9604","23","English","English","48","New York","Dec 6, 1937","Newsweek",1937,"10","https://www.proquest.com/magazines/tale-spinning/docview/1882529182/se-2?accountid=14696",NA,"48","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=23&amp;title=Newsweek&amp;spage=48&amp;date=1937-12-06&amp;atitle=Tale+Spinning&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"115",1937-10-04,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1937-10-04 (N=1)",331,"batch8_331.pdf","SHOP TALK","Seven months ago the magazines TODAY and NEWSWEEK were merged. The purpose of the merger was to consolidate the editorial ideals of both magazines in a new synthesis of news, interpretation and opinion. The difficult task of achieving this fusion of policies has now been accomplished.","1894121237","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 4, 1937","0028-9604","14","English","English","44","New York","Oct 4, 1937","Newsweek",1937,"10","https://www.proquest.com/magazines/shop-talk/docview/1894121237/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=14&amp;title=Newsweek&amp;spage=44&amp;date=1937-10-04&amp;atitle=SHOP+TALK&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"116",1937-10-04,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1937-10-04 (N=1)",332,"batch8_332.pdf","The Duty to be Neutral","Three separate and distinct times in the past four years, the State Department asked Congress, in effect, to be allowed to choose between nations engaged in foreign war upon the basis of a moral judgment as to the right and wrong of the quarrel. Three separate and distinct times Congress refused to grant that power and, speaking for the American people, announced a policy of impartiality with reference to warring nations.","1894121014","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 4, 1937","0028-9604","14","English","English","44","New York","Oct 4, 1937","Newsweek",1937,"10","https://www.proquest.com/magazines/duty-be-neutral/docview/1894121014/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=14&amp;title=Newsweek&amp;spage=44&amp;date=1937-10-04&amp;atitle=The+Duty+to+be+Neutral&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"117",1937-10-04,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1937-10-04 (N=1)",333,"batch8_333.pdf","Frankfurter Rumors","The Washington rumor factory is turning out a new 1937 Frankfurter model: the Professor has ""broken"" with the President. The 1935 Frankfurter model produced by the same factory made him out to be a hidden potentate—running the United States from an untidy desk in the dusty stacks of the Harvard Law Library.","1894120908","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 4, 1937","0028-9604","14","English","English","44","New York","Oct 4, 1937","Newsweek",1937,"10","https://www.proquest.com/magazines/frankfurter-rumors/docview/1894120908/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=14&amp;title=Newsweek&amp;spage=44&amp;date=1937-10-04&amp;atitle=Frankfurter+Rumors&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"118",1937-04-03,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1937-04-03_9_14 (N=1)",358,"batch8_358.pdf","TODAY IN AMERICA: RANDOM NOTES ON LABOR","THE American labor movement is short of leaders. That has always been its major handicap and, at this juncture, may prove to be its tragedy. John Lewis, let us grant, is an able general. Let us further assume that he has a fairly good general staff at headquarters. But, to pursue the military simile, he has suddenly occupied a wide front while he lacks regimental officers. His handful of men at headquarters cannot spread themselves to cover the steel, rubber, glass and automobile sectors simultaneously.","1895322840","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 3, 1937","0028-9604","14","English","English","44","New York","Apr 3, 1937","Newsweek",1937,"9","https://www.proquest.com/magazines/today-america/docview/1895322840/se-2?accountid=14696",NA,"44","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=9&amp;issue=14&amp;title=Newsweek&amp;spage=44&amp;date=1937-04-03&amp;atitle=TODAY+IN+AMERICA&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
