Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,DocumentUrl,DOI
Political Parties Play Vital Role in U.S. Government,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/22/1968,22-Jul-68,A5,,a5,4583035,,,ENG,https://www.proquest.com/docview/155992380?accountid=14696&bdid=91914&_bd=KWLFSOAqSPr2CNE%2FYtBy3lr5osQ%3D,
Report on Civil Disorders Spurs Wallace's Growth,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/13/1968,13-Mar-68,A5,,a5,4583035,,,ENG,https://www.proquest.com/docview/155900004?accountid=14696&bdid=91914&_bd=fqVzQNioFMJ1jThHJr%2FS9mVeqYs%3D,
They're Legislating Inflation...!,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/22/1967,22-Oct-67,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155865411?accountid=14696&bdid=91914&_bd=DhYdUVNBt8DLi0l6oHCBPqnytAc%3D,
How to Restructure the GOP,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/20/1969,20-Jan-69,C9,,c9,4583035,,,ENG,https://www.proquest.com/docview/156056638?accountid=14696&bdid=91914&_bd=8YjefFoxEQo9vRjUscwyllJMMYQ%3D,
Should the GOP Draft Reagan?,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/9/1967,9-Jul-67,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155780427?accountid=14696&bdid=91914&_bd=Qy9wYxQRfnRI5zW%2FpIFHjgUH5QM%3D,
Rising Crime Is an Immediate Problem and Needs Answer Now,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/29/1968,29-Jan-68,B5,,b5,4583035,,,ENG,https://www.proquest.com/docview/155839958?accountid=14696&bdid=91914&_bd=1zuK9mkwOeOdw5H5gcQ6kQTg5go%3D,
Vietnam Land Reform Crucial,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/30/1968,30-Dec-68,B7,,b7,4583035,,,ENG,https://www.proquest.com/docview/156039199?accountid=14696&bdid=91914&_bd=VfvCc4cS13NlXUW%2FWcGQY3f0fe4%3D,
Tax Practices Subsidize Slums,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/6/1967,6-Aug-67,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155858174?accountid=14696&bdid=91914&_bd=jlJtkxYHFg7ew8wE5a06UTlJZiI%3D,
Our Wayward Universities,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/6/1968,6-Nov-68,C6,,c6,4583035,,,ENG,https://www.proquest.com/docview/156069256?accountid=14696&bdid=91914&_bd=Tzv0fEe2UazcbfkRydjro0cp0Cg%3D,
"A Commentator Retires, With Certain Grave Forebodings",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/14/1969,14-Jul-69,B9,,b9,4583035,,,ENG,https://www.proquest.com/docview/156173724?accountid=14696&bdid=91914&_bd=%2FT67VJWr%2FYxF9Afgy0HYZusv2bA%3D,
Why the Presidential Ambition?,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/19/1967,19-Nov-67,N7,,n7,4583035,,,ENG,https://www.proquest.com/docview/155729303?accountid=14696&bdid=91914&_bd=6Qk3YayvwKdhZ18XoMhZeeTkA5I%3D,
Time Seems Here for an Intense War Effort in South Vietnam,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/16/1966,16-Jan-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155385116?accountid=14696&bdid=91914&_bd=5T%2FO%2BophbPrR%2FPy%2FRFD4FqSe9QA%3D,
One Good Way to Insure Having 'Coattail Congress',,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/20/1966,20-Feb-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155360973?accountid=14696&bdid=91914&_bd=mwFAMvKcvAxlhgeGD5YRE434%2FUI%3D,
Wallace Victory Indicates Next Steps for Alabama,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/15/1966,15-May-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155467656?accountid=14696&bdid=91914&_bd=%2B6wCT8cPI%2BK4Wxp6AjFrjq0R%2BoM%3D,
A Purely Racial Defense of Rep. Powell Is Racism,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/15/1967,15-Jan-67,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155632165?accountid=14696&bdid=91914&_bd=e2P3tNtY9EULNdx7e7b4KHoxv5Q%3D,
The Real Campaign Issues Are Below the Waterline,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/16/1966,16-Oct-66,F7,,,4583035,,,ENG,https://www.proquest.com/docview/155546204?accountid=14696&bdid=91914&_bd=Ee2l63x3cBw8XI%2BL065xfaWHSm0%3D,
A Shift in U.S. Policy-Making,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/19/1967,19-Feb-67,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155660352?accountid=14696&bdid=91914&_bd=%2FzbqbVrPUqfKqgWYCtb5XUpGL%2Bc%3D,
What Happens When Our Vigilance Falters,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/19/1966,19-Jun-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155429938?accountid=14696&bdid=91914&_bd=vJa5dnNxWD%2FSMBDXgire8Y2g0lY%3D,
Goldwater Today: Still a Power in Political Life,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/19/1967,19-Mar-67,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155710262?accountid=14696&bdid=91914&_bd=BHz6%2BHvPP5ysCtyUaCnzvKE1kE0%3D,
It Will Be Hay-Making Time for Republicans,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/12/1966,12-Jun-66,L7,,l7,4583035,,,ENG,https://www.proquest.com/docview/155455398?accountid=14696&bdid=91914&_bd=FNDZ%2BTD%2BsuMY1rE9hgS%2FEaOfHgA%3D,
Newborn Medicare Even Disowned by Its Father,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/3/1966,3-Jul-66,B7,,b7,4583035,,,ENG,https://www.proquest.com/docview/155459114?accountid=14696&bdid=91914&_bd=SSlvQ2RJjAKVdBG3CvB0Ac4l%2FNs%3D,
The British Election Is an Exercise in Dullness,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/27/1966,27-Mar-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155393782?accountid=14696&bdid=91914&_bd=9OVundynmXUDKOmzJtCRqEQffOc%3D,
Johnson's Streamlined Agency,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/12/1967,12-Feb-67,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155626726?accountid=14696&bdid=91914&_bd=XHZuWDx%2FTim3VhMilt%2BHi%2BJB9B4%3D,
The Writing of History Is a Job of Re-writing,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/18/1966,18-Sep-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155557690?accountid=14696&bdid=91914&_bd=Y7TO0GzZHaV3a1Bfa9%2F17WJUk8w%3D,
Eastern Misunderstandings About the Situation at UC,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/5/1967,5-Feb-67,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155663342?accountid=14696&bdid=91914&_bd=Z5F3nHLqVyF8T%2BJE%2BMDWlToGxc8%3D,
New York World's Fair---Tribute to Robert Moses,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/10/1966,10-Apr-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155391362?accountid=14696&bdid=91914&_bd=6uNFHNb5vEpKb7Ad6w%2B%2FEKMoB8A%3D,
"On Reapportionment, High Court's Colorado Decision Was Fantastic",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/20/1965,20-Jun-65,I7,,,4583035,,,ENG,https://www.proquest.com/docview/155213291?accountid=14696&bdid=91914&_bd=hCmFGYTr5twnxEj6DSz6hCYQcyw%3D,
The Undertaxing of Land Hampers Urban Growth,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/5/1966,5-Jun-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155465637?accountid=14696&bdid=91914&_bd=RBpwonGegkp8%2BNG%2F9YzG0SCQLwQ%3D,
'Ghost' at New Deal's 'Inquest',,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/6/1966,6-Mar-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155420043?accountid=14696&bdid=91914&_bd=xmYujM%2ByZTFgKcJrbCZikagnWhY%3D,
Lindsay May Find N.Y. Mayoralty a Dead End,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/25/1965,25-Jul-65,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155244524?accountid=14696&bdid=91914&_bd=4H9T1jbtIB8tUaL8qY66Ns%2F1FUA%3D,
'Newspaper Market' Study Proposal Is Unrealistic,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/11/1966,11-Sep-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155540628?accountid=14696&bdid=91914&_bd=Q1%2BGJuKc5LnZO0xqKlAy47kutms%3D,
Sen. Byrd's Son Can Be Expected to Carry On Family's Tradition,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/30/1966,30-Jan-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155377978?accountid=14696&bdid=91914&_bd=8RX2GJYBjD0BllcBhE9sflkDtDg%3D,
Henry Wallace's Days in New Deal Recalled,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/28/1965,28-Nov-65,N7,,n7,4583035,,,ENG,https://www.proquest.com/docview/155313734?accountid=14696&bdid=91914&_bd=XknRm5wIQhG2QmuNNw3GmKDh0oA%3D,
"Court, Not Television, Should Rule in Court",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/27/1965,27-Jun-65,E7,,,4583035,,,ENG,https://www.proquest.com/docview/155217790?accountid=14696&bdid=91914&_bd=tKIkIO%2BMD2n9ActxwnHwqFHaG1g%3D,
State Department Needs Half the Staff and Twice the Quality,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/12/1965,12-Sep-65,F7,,,4583035,,,ENG,https://www.proquest.com/docview/155267252?accountid=14696&bdid=91914&_bd=cEj3f%2Bq4dK%2Fb1hgISigaUZuifDA%3D,
Sensible Change in River Plan,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/16/1967,16-Apr-67,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155771662?accountid=14696&bdid=91914&_bd=kMZF20D6yVOEO%2FZfVQyi1h%2FlGB8%3D,
The Two Lyndon Johnsons Can Be Seen Clearly in His Labor Stand,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/8/1965,8-Aug-65,E7,,,4583035,,,ENG,https://www.proquest.com/docview/155271632?accountid=14696&bdid=91914&_bd=nQBLejIQcOSRLMHuIVwFYfEWxRs%3D,
The British Socialists Veer Right as We Follow Their Early Footprints,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/17/1965,17-Oct-65,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155306768?accountid=14696&bdid=91914&_bd=rVQ3CuJvsvTSS4VdS8JcHptJSEc%3D,
Everyone's a Loser in the Manchester Book Row,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/1/1967,1-Jan-67,F9,,f9,4583035,,,ENG,https://www.proquest.com/docview/155646674?accountid=14696&bdid=91914&_bd=NnyEFU3SZTTugVWD7Qz0YB2Ahh8%3D,
A New Power Structure Is Grabbing Education,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/14/1966,14-Aug-66,I7,,i7,4583035,,,ENG,https://www.proquest.com/docview/155483352?accountid=14696&bdid=91914&_bd=bqCmTr0Xvlmv3ar5HF5et%2BfwCbI%3D,
Jungle War at Home: Gun Curbs Essential,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/1/1965,1-Aug-65,L7,,l7,4583035,,,ENG,https://www.proquest.com/docview/155267860?accountid=14696&bdid=91914&_bd=mQEtYfLV15zR%2BuU51nQXAlzONIU%3D,
Not Even an Educator Should Pirate Material,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/29/1965,29-Aug-65,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155272379?accountid=14696&bdid=91914&_bd=TXma%2BPZXhKNL6X5CeaEOqwvoU2o%3D,
Play Now---Pay Later Is Unwise for an Individual or for a Nation,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/7/1965,7-Nov-65,I7,,i7,4583035,,,ENG,https://www.proquest.com/docview/155308575?accountid=14696&bdid=91914&_bd=OjA2yfsp6AXRJzbArRZk5Hxbn5M%3D,
"Wise, Kindly, Always Cautious About Sums Up Bernard Baruch",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/4/1965,4-Jul-65,B7,,b7,4583035,,,ENG,https://www.proquest.com/docview/155217723?accountid=14696&bdid=91914&_bd=9ya%2FpQeFVsEeOILf4%2FitDdDVP4g%3D,
"In Reality, the 'Fed' Pulled the Fiscal Chestnuts Out of the Fire",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/19/1965,19-Dec-65,E7,,e7,4583035,,,ENG,https://www.proquest.com/docview/155349647?accountid=14696&bdid=91914&_bd=R8KQgknN17UOMFebDNNoR6A%2B7Mg%3D,
Centralism on the Wane,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/22/1967,22-Jan-67,I7,,i7,4583035,,,ENG,https://www.proquest.com/docview/155648724?accountid=14696&bdid=91914&_bd=alCCLjNXRfJNKJ%2BPZddQ9gEDfj4%3D,
Sen. Byrd's Influence Was Based in Character,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/30/1966,30-Oct-66,I7,,,4583035,,,ENG,https://www.proquest.com/docview/155565625?accountid=14696&bdid=91914&_bd=%2Fo2YEZsESSHga897ahFQPC9fBfc%3D,
"Speculation---Create It Cheaply, Sell It Dearly",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/11/1966,11-Dec-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155625979?accountid=14696&bdid=91914&_bd=hiSU7PaGB1w9%2Bj%2BEsdty%2FRhzG6w%3D,
Presidential Campaigns Must Adapt to Jet Age,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/12/1967,12-Mar-67,L7,,l7,4583035,,,ENG,https://www.proquest.com/docview/155566831?accountid=14696&bdid=91914&_bd=VtDExr42vrQD93fJt6BQCJ1Pqkc%3D,
Presidential Primaries---a Progressivist Mistake,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/28/1967,28-May-67,D7,,d7,4583035,,,ENG,https://www.proquest.com/docview/155676721?accountid=14696&bdid=91914&_bd=2Gmi2WV%2FrdioWkcaxaf7CV%2FLwN8%3D,
Film Czar Jack Valenti---A Friend in White House,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/8/1966,8-May-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155452108?accountid=14696&bdid=91914&_bd=oy%2BHllr6eQ0qv0EzKGoEufFgtaM%3D,
Labor Suffers the Results of Mixing Into Politics,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/4/1966,4-Dec-66,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155639613?accountid=14696&bdid=91914&_bd=xfLzREikl6j%2BystploKqmb7wrOA%3D,
Politics Is Make-Believe,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/13/1966,13-Nov-66,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155611564?accountid=14696&bdid=91914&_bd=Iv7M5nHEpgWJronMlI2UUtBfkvU%3D,
Tyranny Was Involved in Attempt to Force Repeal of Right to Work,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/13/1966,13-Feb-66,L7,,l7,4583035,,,ENG,https://www.proquest.com/docview/155392879?accountid=14696&bdid=91914&_bd=6M9mz6nyuMS0%2Fqc9IEZ4yUablko%3D,
Unity Within the GOP Real Though Obscured,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/17/1966,17-Apr-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155415189?accountid=14696&bdid=91914&_bd=T0EAexDRjNgQ3CDM171NFh12Hns%3D,
Government's Aluminum Action Raises Fears for Free Market,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/21/1965,21-Nov-65,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155280720?accountid=14696&bdid=91914&_bd=1WCNQ925UNdQW2t%2B2pDgReD3PDs%3D,
Lindsay's Mistakes Are Rockefeller's Wounds,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/20/1966,20-Mar-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155389900?accountid=14696&bdid=91914&_bd=I53svp1js%2FQGVZYnduLBsgHhans%3D,
Two Miscalculations May Dethrone Robert Kennedy,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/28/1966,28-Aug-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155496129?accountid=14696&bdid=91914&_bd=9CiCppizjBsgVPbfuTC%2Bg0XNxps%3D,
About the Manchester Book,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/25/1966,25-Dec-66,B7,,,4583035,,,ENG,https://www.proquest.com/docview/155621012?accountid=14696&bdid=91914&_bd=Kig7X7%2FelhI0sEyG4m%2FN4eBDBcU%3D,
Psychiatry as a Science Offers Boon to Justice,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/13/1966,13-Mar-66,L7,,l7,4583035,,,ENG,https://www.proquest.com/docview/155430602?accountid=14696&bdid=91914&_bd=zofiGac4Eh9IfxDQKm6Lb2pxNqY%3D,
The Ghosts of Statesmen Past Could Teach a Giveaway Lesson,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/26/1965,26-Dec-65,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155362163?accountid=14696&bdid=91914&_bd=fQO1h%2FvQlKfeFpwEGNAB0WV0sOc%3D,
"Politics and Power; or, How to Succeed by Trying Everything",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/23/1966,23-Jan-66,I7,,i7,4583035,,,ENG,https://www.proquest.com/docview/155335485?accountid=14696&bdid=91914&_bd=T8vZNYS3XRbwWAVTRwG1rBIluC8%3D,
Nixon's 'Availability' Being Examined for 1968 Campaign,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/26/1967,26-Feb-67,L7,,l7,4583035,,,ENG,https://www.proquest.com/docview/155594043?accountid=14696&bdid=91914&_bd=b5rHfnZJeD%2F8gTmlhHuO1pIq138%3D,
Birth Control Furor Masks Greater Issue,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/18/1965,18-Jul-65,F7,,,4583035,,,ENG,https://www.proquest.com/docview/155229689?accountid=14696&bdid=91914&_bd=gSYXpx%2FA7jSuZdhmOYB8oY%2FefZU%3D,
"The Same Old Questions, but---With New Answers",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/2/1966,2-Oct-66,J7,,,4583035,,,ENG,https://www.proquest.com/docview/155581527?accountid=14696&bdid=91914&_bd=GcUZmdWgwNGyeM%2BHZlOUNCeNP4s%3D,
New York's Three Doctors Are Not Treating the Real Disease,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/24/1965,24-Oct-65,J7,,,4583035,,,ENG,https://www.proquest.com/docview/155312610?accountid=14696&bdid=91914&_bd=qqu%2FSeaMnT1b%2FYyhnqR0tyWMVoU%3D,
Opportunity for the GOP,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/17/1966,17-Jul-66,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155478629?accountid=14696&bdid=91914&_bd=6NG1SG2SMUD11weWxPMVPZjMCKY%3D,
'New' Economics Isn't New and Is Getting Into the Same Old Trouble,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,12/12/1965,12-Dec-65,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155364976?accountid=14696&bdid=91914&_bd=apmBU2qej%2FC2j9ezVbztQZ5%2BlJk%3D,
Academic Embalmers of Notables' Papers Should Show Responsibility,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/10/1965,10-Oct-65,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155277926?accountid=14696&bdid=91914&_bd=PsFHp%2BdA4G5xhScRH7N%2BUHJJHek%3D,
The Highway Accident Problem: a Suggestion,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/1/1966,1-May-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155494555?accountid=14696&bdid=91914&_bd=N7e0pwL18%2Fwe2XHj9jmlmpp%2BewI%3D,
Flaws in the 25th Amendment,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/2/1967,2-Apr-67,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155650915?accountid=14696&bdid=91914&_bd=g9no0B9mp0DLSG5WwB7Q3CcMwZ8%3D,
Slash in Rules Committee's Power Departure From Jefferson's Rule,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/3/1965,3-Oct-65,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155328928?accountid=14696&bdid=91914&_bd=Kc4NkQ68UKcLiDUMikDv79Al2t0%3D,
Mechanics of Presidential Elections Radically Altered,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/5/1967,5-Mar-67,L7,,l7,4583035,,,ENG,https://www.proquest.com/docview/155592542?accountid=14696&bdid=91914&_bd=4ohTr8a8nsXS3G%2FVsj6LKyt1hZ8%3D,
Taking a Closer Look at Our Learning 'Factories',,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/25/1966,25-Sep-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155544073?accountid=14696&bdid=91914&_bd=ETBoIvfxdbal28cO054eQIwjuus%3D,
Russia Wheat Sale Farce Proving Expensive Entertainment for U.S.,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/5/1965,5-Sep-65,E7,,e7,4583035,,,ENG,https://www.proquest.com/docview/155299267?accountid=14696&bdid=91914&_bd=0Wc7jbcxtgrBTaqwsy%2BmEYbJrkE%3D,
House Committee System---Stronghold of Democracy,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/29/1967,29-Jan-67,I7,,i7,4583035,,,ENG,https://www.proquest.com/docview/155654685?accountid=14696&bdid=91914&_bd=dZ6oux4I%2BxeYwxrl4jWWIEWGFZo%3D,
"The 'Yes, But---' Republicans",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/7/1967,7-May-67,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155701734?accountid=14696&bdid=91914&_bd=62Y8gKSQfquGHihA41e0%2FRi5o%2BU%3D,
The GOP Apple of Discord,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/14/1967,14-May-67,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155795531?accountid=14696&bdid=91914&_bd=Rd9f9Y1bJLYXsAxV5%2BbEIGB2OfQ%3D,
Citizens Have Landlocked Mentality on Vietnam War,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/31/1966,31-Jul-66,J7,,j7,4583035,,,ENG,https://www.proquest.com/docview/155474496?accountid=14696&bdid=91914&_bd=Lhte2AAzI0k1LnN0YyfiC2umtYs%3D,
We Should Cut Seaborn Traffic to North Vietnam,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/27/1966,27-Feb-66,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155395114?accountid=14696&bdid=91914&_bd=2TsYB0Kvi%2F1Jt%2FDWu6rAs6YolJw%3D,
Bliss's Remarkable Progress,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/9/1967,9-Apr-67,K7,,k7,4583035,,,ENG,https://www.proquest.com/docview/155665850?accountid=14696&bdid=91914&_bd=HZ4twECcT4H19BhMMAgA%2BDgdzRo%3D,
Holiday Weekends Are as Safe as Any Others,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/21/1966,21-Aug-66,F7,,f7,4583035,,,ENG,https://www.proquest.com/docview/155499693?accountid=14696&bdid=91914&_bd=U5fmjgwrx%2BaEFU5B5qAuf4hA6%2F8%3D,
